Verb,proper_ink,name,tags,link,controller,action,description,parameters,domain,employee_id
GET,sales_ppo_product_alerts/new,sales_ppo_product_alerts,sales ppo product alerts new ,sales_ppo_product_alerts/new,sales_ppo_product_alerts,new,This page you can reach information about sales_ppo_product_alerts You can also complete the tasks of sales ppo product alerts new  ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,sales_ppo_product_alerts/:id/edit,sales_ppo_product_alerts,sales ppo product alerts :id edit,sales_ppo_product_alerts/:id/edit,sales_ppo_product_alerts,edit,This page you can reach information about sales_ppo_product_alerts You can also complete the tasks of sales ppo product alerts :id edit ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,sales_ppo_product_alerts/:id,sales_ppo_product_alerts,sales ppo product alerts :id ,sales_ppo_product_alerts/:id,sales_ppo_product_alerts,show,This page you can reach information about sales_ppo_product_alerts You can also complete the tasks of sales ppo product alerts :id  ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,sales_ppo_product_alerts/:id,sales_ppo_product_alerts,sales ppo product alerts :id ,sales_ppo_product_alerts/:id Method = PATCH,sales_ppo_product_alerts,update,"This page you can reach information about sales_ppo_product_alerts You can also complete the tasks of sales ppo product alerts :id  ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,sales_ppo_product_alerts/:id,sales_ppo_product_alerts,sales ppo product alerts :id ,sales_ppo_product_alerts/:id Method = PUT,sales_ppo_product_alerts,update,"This page you can reach information about sales_ppo_product_alerts You can also complete the tasks of sales ppo product alerts :id  ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,sales_ppo_product_alerts/:id,sales_ppo_product_alerts,sales ppo product alerts :id ,sales_ppo_product_alerts/:id Method = DELETE,sales_ppo_product_alerts,destroy,"This page you can reach information about sales_ppo_product_alerts You can also complete the tasks of sales ppo product alerts :id  ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,sales_ppo_email_alerts,sales_ppo_email_alerts,sales ppo email alerts  ,sales_ppo_email_alerts,sales_ppo_email_alerts,index,This page you can reach information about sales_ppo_email_alerts You can also complete the tasks of sales ppo email alerts   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
POST,sales_ppo_email_alerts,sales_ppo_email_alerts,sales ppo email alerts  ,sales_ppo_email_alerts Method = POST,sales_ppo_email_alerts,create,"This page you can reach information about sales_ppo_email_alerts You can also complete the tasks of sales ppo email alerts   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,sales_ppo_email_alerts/new,sales_ppo_email_alerts,sales ppo email alerts new ,sales_ppo_email_alerts/new,sales_ppo_email_alerts,new,This page you can reach information about sales_ppo_email_alerts You can also complete the tasks of sales ppo email alerts new  ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,sales_ppo_email_alerts/:id/edit,sales_ppo_email_alerts,sales ppo email alerts :id edit,sales_ppo_email_alerts/:id/edit,sales_ppo_email_alerts,edit,This page you can reach information about sales_ppo_email_alerts You can also complete the tasks of sales ppo email alerts :id edit ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,sales_ppo_email_alerts/:id,sales_ppo_email_alerts,sales ppo email alerts :id ,sales_ppo_email_alerts/:id,sales_ppo_email_alerts,show,This page you can reach information about sales_ppo_email_alerts You can also complete the tasks of sales ppo email alerts :id  ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,sales_ppo_email_alerts/:id,sales_ppo_email_alerts,sales ppo email alerts :id ,sales_ppo_email_alerts/:id Method = PATCH,sales_ppo_email_alerts,update,"This page you can reach information about sales_ppo_email_alerts You can also complete the tasks of sales ppo email alerts :id  ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,sales_ppo_email_alerts/:id,sales_ppo_email_alerts,sales ppo email alerts :id ,sales_ppo_email_alerts/:id Method = PUT,sales_ppo_email_alerts,update,"This page you can reach information about sales_ppo_email_alerts You can also complete the tasks of sales ppo email alerts :id  ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,sales_ppo_email_alerts/:id,sales_ppo_email_alerts,sales ppo email alerts :id ,sales_ppo_email_alerts/:id Method = DELETE,sales_ppo_email_alerts,destroy,"This page you can reach information about sales_ppo_email_alerts You can also complete the tasks of sales ppo email alerts :id  ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,product_master_images,product_master_images,product master images   ,product_master_images,product_master_images,index,This page you can reach information about product_master_images You can also complete the tasks of product master images    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
POST,product_master_images,product_master_images,product master images   ,product_master_images Method = POST,product_master_images,create,"This page you can reach information about product_master_images You can also complete the tasks of product master images    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,product_master_images/new,product_master_images,product master images new  ,product_master_images/new,product_master_images,new,This page you can reach information about product_master_images You can also complete the tasks of product master images new   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,product_master_images/:id/edit,product_master_images,product master images :id edit ,product_master_images/:id/edit,product_master_images,edit,This page you can reach information about product_master_images You can also complete the tasks of product master images :id edit  ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,product_master_images/:id,product_master_images,product master images :id  ,product_master_images/:id,product_master_images,show,This page you can reach information about product_master_images You can also complete the tasks of product master images :id   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,product_master_images/:id,product_master_images,product master images :id  ,product_master_images/:id Method = PATCH,product_master_images,update,"This page you can reach information about product_master_images You can also complete the tasks of product master images :id   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,product_master_images/:id,product_master_images,product master images :id  ,product_master_images/:id Method = PUT,product_master_images,update,"This page you can reach information about product_master_images You can also complete the tasks of product master images :id   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,product_master_images/:id,product_master_images,product master images :id  ,product_master_images/:id Method = DELETE,product_master_images,destroy,"This page you can reach information about product_master_images You can also complete the tasks of product master images :id   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,payumoney_statuses,payumoney_statuses,payumoney statuses    ,payumoney_statuses,payumoney_statuses,index,This page you can reach information about payumoney_statuses You can also complete the tasks of payumoney statuses     ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
POST,payumoney_statuses,payumoney_statuses,payumoney statuses    ,payumoney_statuses Method = POST,payumoney_statuses,create,"This page you can reach information about payumoney_statuses You can also complete the tasks of payumoney statuses     ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,payumoney_statuses/new,payumoney_statuses,payumoney statuses new   ,payumoney_statuses/new,payumoney_statuses,new,This page you can reach information about payumoney_statuses You can also complete the tasks of payumoney statuses new    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,payumoney_statuses/:id/edit,payumoney_statuses,payumoney statuses :id edit  ,payumoney_statuses/:id/edit,payumoney_statuses,edit,This page you can reach information about payumoney_statuses You can also complete the tasks of payumoney statuses :id edit   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,payumoney_statuses/:id,payumoney_statuses,payumoney statuses :id   ,payumoney_statuses/:id,payumoney_statuses,show,This page you can reach information about payumoney_statuses You can also complete the tasks of payumoney statuses :id    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,payumoney_statuses/:id,payumoney_statuses,payumoney statuses :id   ,payumoney_statuses/:id Method = PATCH,payumoney_statuses,update,"This page you can reach information about payumoney_statuses You can also complete the tasks of payumoney statuses :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,payumoney_statuses/:id,payumoney_statuses,payumoney statuses :id   ,payumoney_statuses/:id Method = PUT,payumoney_statuses,update,"This page you can reach information about payumoney_statuses You can also complete the tasks of payumoney statuses :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,payumoney_statuses/:id,payumoney_statuses,payumoney statuses :id   ,payumoney_statuses/:id Method = DELETE,payumoney_statuses,destroy,"This page you can reach information about payumoney_statuses You can also complete the tasks of payumoney statuses :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_comment_display_levels,app_comment_display_levels,app comment display levels  ,app_comment_display_levels,app_comment_display_levels,index,This page you can reach information about app_comment_display_levels You can also complete the tasks of app comment display levels   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
POST,app_comment_display_levels,app_comment_display_levels,app comment display levels  ,app_comment_display_levels Method = POST,app_comment_display_levels,create,"This page you can reach information about app_comment_display_levels You can also complete the tasks of app comment display levels   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_comment_display_levels/new,app_comment_display_levels,app comment display levels new ,app_comment_display_levels/new,app_comment_display_levels,new,This page you can reach information about app_comment_display_levels You can also complete the tasks of app comment display levels new  ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_comment_display_levels/:id/edit,app_comment_display_levels,app comment display levels :id edit,app_comment_display_levels/:id/edit,app_comment_display_levels,edit,This page you can reach information about app_comment_display_levels You can also complete the tasks of app comment display levels :id edit ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_comment_display_levels/:id,app_comment_display_levels,app comment display levels :id ,app_comment_display_levels/:id,app_comment_display_levels,show,This page you can reach information about app_comment_display_levels You can also complete the tasks of app comment display levels :id  ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,app_comment_display_levels/:id,app_comment_display_levels,app comment display levels :id ,app_comment_display_levels/:id Method = PATCH,app_comment_display_levels,update,"This page you can reach information about app_comment_display_levels You can also complete the tasks of app comment display levels :id  ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,app_comment_display_levels/:id,app_comment_display_levels,app comment display levels :id ,app_comment_display_levels/:id Method = PUT,app_comment_display_levels,update,"This page you can reach information about app_comment_display_levels You can also complete the tasks of app comment display levels :id  ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,app_comment_display_levels/:id,app_comment_display_levels,app comment display levels :id ,app_comment_display_levels/:id Method = DELETE,app_comment_display_levels,destroy,"This page you can reach information about app_comment_display_levels You can also complete the tasks of app comment display levels :id  ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_comment_types,app_comment_types,app comment types   ,app_comment_types,app_comment_types,index,This page you can reach information about app_comment_types You can also complete the tasks of app comment types    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
POST,app_comment_types,app_comment_types,app comment types   ,app_comment_types Method = POST,app_comment_types,create,"This page you can reach information about app_comment_types You can also complete the tasks of app comment types    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_comment_types/new,app_comment_types,app comment types new  ,app_comment_types/new,app_comment_types,new,This page you can reach information about app_comment_types You can also complete the tasks of app comment types new   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_comment_types/:id/edit,app_comment_types,app comment types :id edit ,app_comment_types/:id/edit,app_comment_types,edit,This page you can reach information about app_comment_types You can also complete the tasks of app comment types :id edit  ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_comment_types/:id,app_comment_types,app comment types :id  ,app_comment_types/:id,app_comment_types,show,This page you can reach information about app_comment_types You can also complete the tasks of app comment types :id   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,app_comment_types/:id,app_comment_types,app comment types :id  ,app_comment_types/:id Method = PATCH,app_comment_types,update,"This page you can reach information about app_comment_types You can also complete the tasks of app comment types :id   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,app_comment_types/:id,app_comment_types,app comment types :id  ,app_comment_types/:id Method = PUT,app_comment_types,update,"This page you can reach information about app_comment_types You can also complete the tasks of app comment types :id   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,app_comment_types/:id,app_comment_types,app comment types :id  ,app_comment_types/:id Method = DELETE,app_comment_types,destroy,"This page you can reach information about app_comment_types You can also complete the tasks of app comment types :id   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_feature_comments,app_feature_comments,app feature comments   ,app_feature_comments,app_feature_comments,index,This page you can reach information about app_feature_comments You can also complete the tasks of app feature comments    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
POST,app_feature_comments,app_feature_comments,app feature comments   ,app_feature_comments Method = POST,app_feature_comments,create,"This page you can reach information about app_feature_comments You can also complete the tasks of app feature comments    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_feature_comments/new,app_feature_comments,app feature comments new  ,app_feature_comments/new,app_feature_comments,new,This page you can reach information about app_feature_comments You can also complete the tasks of app feature comments new   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_feature_comments/:id/edit,app_feature_comments,app feature comments :id edit ,app_feature_comments/:id/edit,app_feature_comments,edit,This page you can reach information about app_feature_comments You can also complete the tasks of app feature comments :id edit  ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_feature_comments/:id,app_feature_comments,app feature comments :id  ,app_feature_comments/:id,app_feature_comments,show,This page you can reach information about app_feature_comments You can also complete the tasks of app feature comments :id   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,app_feature_comments/:id,app_feature_comments,app feature comments :id  ,app_feature_comments/:id Method = PATCH,app_feature_comments,update,"This page you can reach information about app_feature_comments You can also complete the tasks of app feature comments :id   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,app_feature_comments/:id,app_feature_comments,app feature comments :id  ,app_feature_comments/:id Method = PUT,app_feature_comments,update,"This page you can reach information about app_feature_comments You can also complete the tasks of app feature comments :id   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,app_feature_comments/:id,app_feature_comments,app feature comments :id  ,app_feature_comments/:id Method = DELETE,app_feature_comments,destroy,"This page you can reach information about app_feature_comments You can also complete the tasks of app feature comments :id   ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_priorities,app_priorities,app priorities    ,app_priorities,app_priorities,index,This page you can reach information about app_priorities You can also complete the tasks of app priorities     ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
POST,app_priorities,app_priorities,app priorities    ,app_priorities Method = POST,app_priorities,create,"This page you can reach information about app_priorities You can also complete the tasks of app priorities     ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_priorities/new,app_priorities,app priorities new   ,app_priorities/new,app_priorities,new,This page you can reach information about app_priorities You can also complete the tasks of app priorities new    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_priorities/:id/edit,app_priorities,app priorities :id edit  ,app_priorities/:id/edit,app_priorities,edit,This page you can reach information about app_priorities You can also complete the tasks of app priorities :id edit   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_priorities/:id,app_priorities,app priorities :id   ,app_priorities/:id,app_priorities,show,This page you can reach information about app_priorities You can also complete the tasks of app priorities :id    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,app_priorities/:id,app_priorities,app priorities :id   ,app_priorities/:id Method = PATCH,app_priorities,update,"This page you can reach information about app_priorities You can also complete the tasks of app priorities :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,app_priorities/:id,app_priorities,app priorities :id   ,app_priorities/:id Method = PUT,app_priorities,update,"This page you can reach information about app_priorities You can also complete the tasks of app priorities :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,app_priorities/:id,app_priorities,app priorities :id   ,app_priorities/:id Method = DELETE,app_priorities,destroy,"This page you can reach information about app_priorities You can also complete the tasks of app priorities :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_statuses,app_statuses,app statuses    ,app_statuses,app_statuses,index,This page you can reach information about app_statuses You can also complete the tasks of app statuses     ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
POST,app_statuses,app_statuses,app statuses    ,app_statuses Method = POST,app_statuses,create,"This page you can reach information about app_statuses You can also complete the tasks of app statuses     ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_statuses/new,app_statuses,app statuses new   ,app_statuses/new,app_statuses,new,This page you can reach information about app_statuses You can also complete the tasks of app statuses new    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_statuses/:id/edit,app_statuses,app statuses :id edit  ,app_statuses/:id/edit,app_statuses,edit,This page you can reach information about app_statuses You can also complete the tasks of app statuses :id edit   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_statuses/:id,app_statuses,app statuses :id   ,app_statuses/:id,app_statuses,show,This page you can reach information about app_statuses You can also complete the tasks of app statuses :id    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,app_statuses/:id,app_statuses,app statuses :id   ,app_statuses/:id Method = PATCH,app_statuses,update,"This page you can reach information about app_statuses You can also complete the tasks of app statuses :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,app_statuses/:id,app_statuses,app statuses :id   ,app_statuses/:id Method = PUT,app_statuses,update,"This page you can reach information about app_statuses You can also complete the tasks of app statuses :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,app_statuses/:id,app_statuses,app statuses :id   ,app_statuses/:id Method = DELETE,app_statuses,destroy,"This page you can reach information about app_statuses You can also complete the tasks of app statuses :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_velocities,app_velocities,app velocities    ,app_velocities,app_velocities,index,This page you can reach information about app_velocities You can also complete the tasks of app velocities     ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
POST,app_velocities,app_velocities,app velocities    ,app_velocities Method = POST,app_velocities,create,"This page you can reach information about app_velocities You can also complete the tasks of app velocities     ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_velocities/new,app_velocities,app velocities new   ,app_velocities/new,app_velocities,new,This page you can reach information about app_velocities You can also complete the tasks of app velocities new    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_velocities/:id/edit,app_velocities,app velocities :id edit  ,app_velocities/:id/edit,app_velocities,edit,This page you can reach information about app_velocities You can also complete the tasks of app velocities :id edit   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_velocities/:id,app_velocities,app velocities :id   ,app_velocities/:id,app_velocities,show,This page you can reach information about app_velocities You can also complete the tasks of app velocities :id    ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PATCH,app_velocities/:id,app_velocities,app velocities :id   ,app_velocities/:id Method = PATCH,app_velocities,update,"This page you can reach information about app_velocities You can also complete the tasks of app velocities :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
PUT,app_velocities/:id,app_velocities,app velocities :id   ,app_velocities/:id Method = PUT,app_velocities,update,"This page you can reach information about app_velocities You can also complete the tasks of app velocities :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
DELETE,app_velocities/:id,app_velocities,app velocities :id   ,app_velocities/:id Method = DELETE,app_velocities,destroy,"This page you can reach information about app_velocities You can also complete the tasks of app velocities :id    ::  XXX You cannot click on any link and reach this page, you have to search for other relevant pages and system would reach this page internally and complete the task. The page helps you complete the task of updation / creation and deletion if you are authorised and such an act is permitted! XXX","Add from browser header, this can change based on what user was doing",3.0.3.57,10100
GET,app_user_satisfaction_levels,app_user_satisfaction_levels,app user satisfaction levels  ,app_user_satisfaction_levels,app_user_satisfaction_levels,index,This page you can reach information about app_user_satisfaction_levels You can also complete the tasks of app user satisfaction levels   ::  ## You may click the link (if displayed) to reach this page ##,"Add from browser header, this can change based on what user was doing",3.0.3.57,10100
